rank,country_full,total_points,previous_points,rank_change,rank_date
167,Brunei Darussalam,0,1,0,1996-01-24
168,Rwanda,0,1,0,1996-01-24
169,Maldives,0,1,0,1996-01-24
170,Solomon Islands,0,1,0,1996-01-24
171,Aruba,0,1,0,1996-01-24
172,Kyrgyz Republic,0,0,0,1996-01-24
173,Belize,0,0,0,1996-01-24
174,Nicaragua,0,0,0,1996-01-24
175,Libya,0,0,0,1996-01-24
176,Seychelles,0,0,0,1996-01-24
177,Djibouti,0,0,0,1996-01-24
178,Chinese Taipei,0,0,0,1996-01-24
179,Vanuatu,0,0,0,1996-01-24
180,Chad,0,0,0,1996-01-24
180,Cambodia,0,0,0,1996-01-24
180,Macau,0,0,0,1996-01-24
1,Brazil,0,69,0,1996-02-21
2,Italy,0,60,1,1996-02-21
3,Germany,0,61,-1,1996-02-21
4,Spain,0,59,0,1996-02-21
5,Russia,0,58,0,1996-02-21
6,Netherlands,0,57,0,1996-02-21
7,France,0,54,6,1996-02-21
8,Argentina,0,57,-1,1996-02-21
9,Denmark,0,55,1,1996-02-21
10,Mexico,0,55,-2,1996-02-21
11,Romania,0,54,0,1996-02-21
12,Sweden,0,54,0,1996-02-21
13,Czech Republic,0,53,1,1996-02-21
14,USA,0,53,1,1996-02-21
15,Zambia,0,49,8,1996-02-21
16,Ghana,0,51,3,1996-02-21
17,Norway,0,55,-8,1996-02-21
17,Bulgaria,0,52,1,1996-02-21
19,Colombia,0,52,-2,1996-02-21
20,Portugal,0,53,-4,1996-02-21
21,Switzerland,0,51,-1,1996-02-21
22,Egypt,0,50,0,1996-02-21
23,South Africa,0,45,6,1996-02-21
24,Côte d'Ivoire,0,50,-3,1996-02-21
25,Tunisia,0,45,6,1996-02-21
26,Morocco,0,44,7,1996-02-21
27,England,0,48,-3,1996-02-21
28,Belgium,0,47,-3,1996-02-21
29,Scotland,0,47,-3,1996-02-21
30,Japan,0,45,0,1996-02-21
31,Turkey,0,46,-3,1996-02-21
32,Republic of Ireland,0,46,-5,1996-02-21
33,Chile,0,42,6,1996-02-21
34,Cameroon,0,45,-2,1996-02-21
35,Saudi Arabia,0,40,8,1996-02-21
36,Uruguay,0,44,-2,1996-02-21
37,Poland,0,43,-2,1996-02-21
38,Slovakia,0,43,-2,1996-02-21
39,Nigeria,0,43,-1,1996-02-21
40,Bolivia,0,37,16,1996-02-21
41,Greece,0,43,-4,1996-02-21
42,Austria,0,40,-2,1996-02-21
43,Croatia,0,40,-2,1996-02-21
44,Algeria,0,39,0,1996-02-21
45,Iceland,0,37,8,1996-02-21
46,Israel,0,40,-4,1996-02-21
47,Gabon,0,39,-2,1996-02-21
48,Lithuania,0,38,-1,1996-02-21
49,Trinidad and Tobago,0,38,-3,1996-02-21
50,China PR,0,32,16,1996-02-21
51,Northern Ireland,0,38,-3,1996-02-21
52,Australia,0,37,2,1996-02-21
53,Sierra Leone,0,38,-2,1996-02-21
54,Ecuador,0,36,3,1996-02-21
55,Senegal,0,37,-3,1996-02-21
56,Finland,0,38,-6,1996-02-21
57,Honduras,0,37,-2,1996-02-21
58,Jamaica,0,36,0,1996-02-21
59,Mali,0,36,0,1996-02-21
60,Latvia,0,35,0,1996-02-21
61,Slovenia,0,30,9,1996-02-21
62,Korea Republic,0,38,-13,1996-02-21
63,Canada,0,35,-2,1996-02-21
64,Zimbabwe,0,33,-2,1996-02-21
65,Wales,0,33,-2,1996-02-21
66,Hungary,0,33,-2,1996-02-21
67,Zaire,0,30,4,1996-02-21
68,Paraguay,0,32,-3,1996-02-21
69,Thailand,0,29,3,1996-02-21
70,Peru,0,31,-3,1996-02-21
71,Mozambique,0,30,-3,1996-02-21
72,Ukraine,0,30,-3,1996-02-21
73,El Salvador,0,29,0,1996-02-21
74,Guinea,0,29,0,1996-02-21
75,Tanzania,0,29,1,1996-02-21
76,Uganda,0,28,1,1996-02-21
77,Angola,0,26,5,1996-02-21
78,Cyprus,0,29,-3,1996-02-21
79,Georgia,0,26,0,1996-02-21
80,Costa Rica,0,26,0,1996-02-21
81,United Arab Emirates,0,28,-3,1996-02-21
82,Liberia,0,25,1,1996-02-21
83,Yugoslavia,0,26,-2,1996-02-21
84,Belarus,0,23,2,1996-02-21
85,Qatar,0,24,-1,1996-02-21
86,Kuwait,0,24,-1,1996-02-21
87,Mauritania,0,23,0,1996-02-21
88,Malta,0,22,1,1996-02-21
89,Sudan,0,22,-1,1996-02-21
90,Hong Kong,0,16,20,1996-02-21
91,Albania,0,21,-1,1996-02-21
92,FYR Macedonia,0,21,-1,1996-02-21
93,St Vincent and the Grenadines,0,21,-1,1996-02-21
94,India,0,14,30,1996-02-21
95,Cuba,0,21,-2,1996-02-21
96,Singapore,0,20,0,1996-02-21
97,Uzbekistan,0,20,-2,1996-02-21
98,Niger,0,20,-4,1996-02-21
99,Luxembourg,0,20,0,1996-02-21
100,Myanmar,0,15,16,1996-02-21
101,Oman,0,20,-4,1996-02-21
102,Bahrain,0,20,-4,1996-02-21
103,Kenya,0,19,-3,1996-02-21
104,Togo,0,19,-3,1996-02-21
105,Lebanon,0,16,8,1996-02-21
106,Burkina Faso,0,18,-1,1996-02-21
107,New Zealand,0,18,-5,1996-02-21
108,Malawi,0,18,-5,1996-02-21
109,Barbados,0,18,-5,1996-02-21
110,Ethiopia,0,18,-4,1996-02-21
111,Bangladesh,0,9,28,1996-02-21
112,Malaysia,0,17,-5,1996-02-21
113,Moldova,0,17,-5,1996-02-21
114,Iraq,0,16,-5,1996-02-21
115,IR Iran,0,16,-4,1996-02-21
116,Venezuela,0,16,-4,1996-02-21
117,Armenia,0,15,-3,1996-02-21
118,St Lucia,0,15,-3,1996-02-21
119,Vietnam,0,15,-2,1996-02-21
120,Gambia,0,15,-2,1996-02-21
121,Namibia,0,15,-2,1996-02-21
122,Guinea-Bissau,0,15,-2,1996-02-21
123,Yemen,0,12,2,1996-02-21
124,Korea DPR,0,15,-3,1996-02-21
125,Faroe Islands,0,14,-3,1996-02-21
126,Guatemala,0,14,-3,1996-02-21
127,Netherlands Antilles,0,12,-1,1996-02-21
128,Panama,0,12,0,1996-02-21
129,Congo,0,12,0,1996-02-21
130,Suriname,0,12,-3,1996-02-21
131,Puerto Rico,0,11,-1,1996-02-21
132,Sri Lanka,0,11,3,1996-02-21
133,Indonesia,0,11,-1,1996-02-21
134,Cayman Islands,0,11,-1,1996-02-21
135,Estonia,0,11,-4,1996-02-21
136,Turkmenistan,0,11,-2,1996-02-21
137,Madagascar,0,11,-1,1996-02-21
138,Antigua and Barbuda,0,10,-1,1996-02-21
139,Nepal,0,8,9,1996-02-21
140,Syria,0,10,-2,1996-02-21
141,Azerbaijan,0,9,0,1996-02-21
142,Grenada,0,9,0,1996-02-21
143,Fiji,0,9,-3,1996-02-21
144,St Kitts and Nevis,0,8,-1,1996-02-21
145,Cape Verde Islands,0,8,0,1996-02-21
146,Bermuda,0,8,-2,1996-02-21
147,Jordan,0,8,-1,1996-02-21
148,Burundi,0,8,-1,1996-02-21
149,Swaziland,0,7,0,1996-02-21
150,Lesotho,0,7,0,1996-02-21
151,Laos,0,7,0,1996-02-21
152,San Marino,0,7,0,1996-02-21
153,Haiti,0,7,0,1996-02-21
154,Mauritius,0,6,0,1996-02-21
155,Tahiti,0,5,0,1996-02-21
156,Liechtenstein,0,5,0,1996-02-21
157,Botswana,0,5,0,1996-02-21
158,Dominica,0,5,0,1996-02-21
159,Dominican Republic,0,5,0,1996-02-21
160,Kyrgyz Republic,0,0,12,1996-02-21
161,Pakistan,0,4,-1,1996-02-21
162,Benin,0,4,-1,1996-02-21
163,Macau,0,0,17,1996-02-21
164,Kazakhstan,0,3,-2,1996-02-21
165,Guyana,0,2,-2,1996-02-21
166,Tajikistan,0,2,-2,1996-02-21
167,Maldives,0,1,2,1996-02-21
168,Somalia,0,2,-3,1996-02-21
169,Philippines,0,2,-3,1996-02-21
170,Brunei Darussalam,0,1,-3,1996-02-21
171,Rwanda,0,1,-3,1996-02-21
172,Solomon Islands,0,1,-2,1996-02-21
173,Aruba,0,1,-2,1996-02-21
174,Belize,0,0,-1,1996-02-21
175,Nicaragua,0,0,-1,1996-02-21
176,Libya,0,0,-1,1996-02-21
177,Seychelles,0,0,-1,1996-02-21
178,Djibouti,0,0,-1,1996-02-21
179,Chinese Taipei,0,0,-1,1996-02-21
180,Vanuatu,0,0,-1,1996-02-21
181,Chad,0,0,-1,1996-02-21
181,Cambodia,0,0,-1,1996-02-21
1,Brazil,0,69,0,1996-04-24
2,Germany,0,61,1,1996-04-24
3,Russia,0,59,2,1996-04-24
4,Italy,0,61,-2,1996-04-24
5,France,0,56,2,1996-04-24
6,Spain,0,60,-2,1996-04-24
7,Sweden,0,53,5,1996-04-24
8,Argentina,0,55,0,1996-04-24
9,Colombia,0,51,10,1996-04-24
10,Czech Republic,0,53,3,1996-04-24
11,Netherlands,0,57,-5,1996-04-24
12,Mexico,0,54,-2,1996-04-24
13,Denmark,0,55,-4,1996-04-24
14,USA,0,53,0,1996-04-24
15,Zambia,0,53,0,1996-04-24
15,Ghana,0,52,1,1996-04-24
17,Norway,0,52,0,1996-04-24
18,Romania,0,54,-7,1996-04-24
19,South Africa,0,50,4,1996-04-24
20,Portugal,0,51,0,1996-04-24
21,Côte d'Ivoire,0,50,3,1996-04-24
22,Tunisia,0,49,3,1996-04-24
23,England,0,48,4,1996-04-24
24,Bulgaria,0,52,-7,1996-04-24
25,Egypt,0,50,-3,1996-04-24
26,Switzerland,0,51,-5,1996-04-24
27,Scotland,0,47,2,1996-04-24
28,Croatia,0,40,15,1996-04-24
29,Japan,0,46,1,1996-04-24
30,Turkey,0,46,1,1996-04-24
31,Morocco,0,48,-5,1996-04-24
32,Cameroon,0,45,2,1996-04-24
33,Chile,0,45,0,1996-04-24
34,Saudi Arabia,0,45,1,1996-04-24
35,Uruguay,0,44,1,1996-04-24
36,Bolivia,0,41,4,1996-04-24
37,Republic of Ireland,0,46,-5,1996-04-24
38,Belgium,0,47,-10,1996-04-24
39,Slovakia,0,43,-1,1996-04-24
40,Poland,0,43,-3,1996-04-24
41,Ecuador,0,37,13,1996-04-24
42,Nigeria,0,42,-3,1996-04-24
43,Austria,0,40,-1,1996-04-24
44,Israel,0,39,2,1996-04-24
45,Greece,0,41,-4,1996-04-24
46,Algeria,0,39,-2,1996-04-24
47,Gabon,0,38,0,1996-04-24
48,Lithuania,0,38,0,1996-04-24
49,Australia,0,38,3,1996-04-24
50,Trinidad and Tobago,0,38,-1,1996-04-24
51,Jamaica,0,36,7,1996-04-24
52,Iceland,0,39,-7,1996-04-24
53,Honduras,0,37,4,1996-04-24
54,Finland,0,37,2,1996-04-24
55,Sierra Leone,0,37,-2,1996-04-24
56,China PR,0,38,-6,1996-04-24
57,Northern Ireland,0,38,-6,1996-04-24
58,Slovenia,0,35,3,1996-04-24
59,Korea Republic,0,34,3,1996-04-24
60,Latvia,0,35,0,1996-04-24
61,Mali,0,36,-2,1996-04-24
62,Canada,0,34,1,1996-04-24
63,Thailand,0,31,6,1996-04-24
64,Senegal,0,37,-9,1996-04-24
65,United Arab Emirates,0,26,16,1996-04-24
66,Wales,0,33,-1,1996-04-24
67,Paraguay,0,32,1,1996-04-24
68,Kuwait,0,23,18,1996-04-24
69,Ukraine,0,30,3,1996-04-24
70,Zimbabwe,0,33,-6,1996-04-24
71,Zaire,0,33,-4,1996-04-24
71,Georgia,0,26,8,1996-04-24
71,El Salvador,0,29,2,1996-04-24
74,Hungary,0,33,-8,1996-04-24
75,Mozambique,0,30,-4,1996-04-24
76,Cyprus,0,27,2,1996-04-24
77,Tanzania,0,29,-2,1996-04-24
78,Peru,0,30,-8,1996-04-24
79,Guinea,0,29,-5,1996-04-24
80,Angola,0,27,-3,1996-04-24
81,Yugoslavia,0,24,2,1996-04-24
82,Uganda,0,28,-6,1996-04-24
83,Costa Rica,0,26,-3,1996-04-24
84,Qatar,0,24,1,1996-04-24
85,Liberia,0,24,-3,1996-04-24
86,FYR Macedonia,0,21,6,1996-04-24
87,Belarus,0,24,-3,1996-04-24
88,Mauritania,0,23,-1,1996-04-24
89,Malta,0,22,-1,1996-04-24
90,Sudan,0,22,-1,1996-04-24
91,Malaysia,0,17,21,1996-04-24
92,Cuba,0,21,3,1996-04-24
93,Luxembourg,0,19,6,1996-04-24
94,Singapore,0,20,2,1996-04-24
95,St Vincent and the Grenadines,0,21,-2,1996-04-24
96,Albania,0,21,-5,1996-04-24
97,Myanmar,0,19,3,1996-04-24
98,Lebanon,0,18,7,1996-04-24
99,Uzbekistan,0,20,-2,1996-04-24
100,India,0,21,-6,1996-04-24
101,Kenya,0,19,2,1996-04-24
102,Niger,0,20,-4,1996-04-24
102,Oman,0,19,-1,1996-04-24
104,Hong Kong,0,21,-14,1996-04-24
105,Bahrain,0,19,-3,1996-04-24
106,Moldova,0,17,7,1996-04-24
107,Togo,0,19,-3,1996-04-24
108,Burkina Faso,0,18,-2,1996-04-24
109,Ethiopia,0,18,1,1996-04-24
110,Bangladesh,0,17,1,1996-04-24
111,Guatemala,0,14,15,1996-04-24
112,Malawi,0,18,-4,1996-04-24
113,New Zealand,0,18,-6,1996-04-24
114,Indonesia,0,11,19,1996-04-24
115,Armenia,0,15,2,1996-04-24
116,Venezuela,0,16,0,1996-04-24
117,Vietnam,0,15,2,1996-04-24
118,IR Iran,0,16,-3,1996-04-24
119,Faroe Islands,0,14,6,1996-04-24
120,Guinea-Bissau,0,15,2,1996-04-24
121,Barbados,0,18,-12,1996-04-24
122,Gambia,0,15,-2,1996-04-24
123,Yemen,0,14,0,1996-04-24
124,Namibia,0,15,-3,1996-04-24
125,Grenada,0,9,17,1996-04-24
126,St Lucia,0,15,-8,1996-04-24
127,Korea DPR,0,14,-3,1996-04-24
128,Azerbaijan,0,9,13,1996-04-24
129,Iraq,0,16,-15,1996-04-24
130,Netherlands Antilles,0,12,-3,1996-04-24
131,Turkmenistan,0,10,5,1996-04-24
132,Antigua and Barbuda,0,10,6,1996-04-24
133,Panama,0,12,-5,1996-04-24
134,Estonia,0,11,1,1996-04-24
135,Suriname,0,12,-5,1996-04-24
136,Dominican Republic,0,5,23,1996-04-24
137,Puerto Rico,0,11,-6,1996-04-24
138,Cayman Islands,0,11,-4,1996-04-24
139,Congo,0,12,-10,1996-04-24
140,Dominica,0,5,18,1996-04-24
141,Madagascar,0,10,-4,1996-04-24
142,Sri Lanka,0,11,-10,1996-04-24
143,Syria,0,9,-3,1996-04-24
144,Nepal,0,10,-5,1996-04-24
145,Cape Verde Islands,0,8,0,1996-04-24
146,Fiji,0,9,-3,1996-04-24
147,Jordan,0,8,0,1996-04-24
148,St Kitts and Nevis,0,8,-4,1996-04-24
149,Bermuda,0,8,-3,1996-04-24
150,Burundi,0,7,-2,1996-04-24
151,Lesotho,0,7,-1,1996-04-24
152,Laos,0,7,-1,1996-04-24
153,Swaziland,0,7,-4,1996-04-24
154,San Marino,0,7,-2,1996-04-24
155,Haiti,0,6,-2,1996-04-24
156,Guyana,0,2,9,1996-04-24
157,Mauritius,0,6,-3,1996-04-24
158,Tahiti,0,5,-3,1996-04-24
159,Liechtenstein,0,5,-3,1996-04-24
160,Botswana,0,5,-3,1996-04-24
161,Kyrgyz Republic,0,4,-1,1996-04-24
162,Benin,0,4,0,1996-04-24
163,Macau,0,3,0,1996-04-24
164,Pakistan,0,4,-3,1996-04-24
165,Kazakhstan,0,3,-1,1996-04-24
166,Tajikistan,0,2,0,1996-04-24
167,Maldives,0,2,0,1996-04-24
168,Somalia,0,2,0,1996-04-24
169,Philippines,0,2,0,1996-04-24
170,Brunei Darussalam,0,1,0,1996-04-24
171,Rwanda,0,1,0,1996-04-24
172,Aruba,0,1,1,1996-04-24
173,Nicaragua,0,0,2,1996-04-24
174,Solomon Islands,0,1,-2,1996-04-24
175,Belize,0,0,-1,1996-04-24
176,Libya,0,0,0,1996-04-24
177,Seychelles,0,0,0,1996-04-24
178,Djibouti,0,0,0,1996-04-24
179,Chinese Taipei,0,0,0,1996-04-24
180,Vanuatu,0,0,0,1996-04-24
181,Chad,0,0,0,1996-04-24
181,Cambodia,0,0,0,1996-04-24
1,Brazil,0,68,0,1996-05-22
2,Germany,0,61,0,1996-05-22
3,Russia,0,61,0,1996-05-22
4,Sweden,0,55,3,1996-05-22
5,France,0,59,0,1996-05-22
6,Spain,0,58,0,1996-05-22
7,Italy,0,59,-3,1996-05-22
8,Argentina,0,55,0,1996-05-22
9,Colombia,0,54,0,1996-05-22
10,Czech Republic,0,54,0,1996-05-22
11,Denmark,0,53,2,1996-05-22
12,Mexico,0,54,0,1996-05-22
13,Netherlands,0,54,-2,1996-05-22
14,USA,0,53,0,1996-05-22
15,Zambia,0,52,0,1996-05-22
16,Romania,0,51,2,1996-05-22
17,Ghana,0,52,-2,1996-05-22
18,Portugal,0,50,2,1996-05-22
19,Norway,0,52,-2,1996-05-22
20,South Africa,0,50,-1,1996-05-22
21,Switzerland,0,48,5,1996-05-22
22,Tunisia,0,49,0,1996-05-22
23,Côte d'Ivoire,0,49,-2,1996-05-22
24,England,0,49,-1,1996-05-22
25,Egypt,0,48,0,1996-05-22
26,Japan,0,47,3,1996-05-22
27,Croatia,0,47,1,1996-05-22
28,Bulgaria,0,49,-4,1996-05-22
29,Chile,0,45,4,1996-05-22
30,Turkey,0,46,0,1996-05-22
31,Scotland,0,48,-4,1996-05-22
32,Uruguay,0,43,3,1996-05-22
33,Morocco,0,45,-2,1996-05-22
34,Cameroon,0,45,-2,1996-05-22
35,Greece,0,40,10,1996-05-22
36,Saudi Arabia,0,44,-2,1996-05-22
37,Bolivia,0,43,-1,1996-05-22
38,Ecuador,0,42,3,1996-05-22
39,Slovakia,0,42,0,1996-05-22
40,Belgium,0,43,-2,1996-05-22
41,Austria,0,40,2,1996-05-22
42,Poland,0,42,-2,1996-05-22
43,Nigeria,0,41,-1,1996-05-22
44,Republic of Ireland,0,43,-7,1996-05-22
45,Israel,0,40,-1,1996-05-22
46,Algeria,0,39,0,1996-05-22
47,Jamaica,0,38,4,1996-05-22
48,Gabon,0,38,-1,1996-05-22
49,Trinidad and Tobago,0,38,1,1996-05-22
50,Australia,0,38,-1,1996-05-22
51,Korea Republic,0,35,8,1996-05-22
52,Iceland,0,38,0,1996-05-22
53,Sierra Leone,0,36,2,1996-05-22
54,Honduras,0,37,-1,1996-05-22
55,China PR,0,36,1,1996-05-22
56,Slovenia,0,35,2,1996-05-22
57,Lithuania,0,38,-9,1996-05-22
58,Senegal,0,33,6,1996-05-22
59,Finland,0,37,-5,1996-05-22
60,Northern Ireland,0,36,-3,1996-05-22
61,Thailand,0,33,2,1996-05-22
62,Paraguay,0,31,5,1996-05-22
63,Latvia,0,35,-3,1996-05-22
64,Mali,0,34,-3,1996-05-22
65,Canada,0,34,-3,1996-05-22
66,Zaire,0,29,5,1996-05-22
67,United Arab Emirates,0,32,-2,1996-05-22
68,El Salvador,0,29,3,1996-05-22
69,Zimbabwe,0,30,1,1996-05-22
70,Kuwait,0,31,-2,1996-05-22
71,Ukraine,0,31,-2,1996-05-22
72,Wales,0,32,-6,1996-05-22
73,Yugoslavia,0,26,8,1996-05-22
74,Cyprus,0,28,2,1996-05-22
75,Georgia,0,29,-4,1996-05-22
76,Mozambique,0,28,-1,1996-05-22
77,Peru,0,28,1,1996-05-22
78,Tanzania,0,28,-1,1996-05-22
79,Guinea,0,27,0,1996-05-22
80,Cuba,0,20,12,1996-05-22
81,Qatar,0,24,3,1996-05-22
82,Hungary,0,29,-8,1996-05-22
83,St Vincent and the Grenadines,0,20,12,1996-05-22
84,FYR Macedonia,0,23,2,1996-05-22
85,Angola,0,26,-5,1996-05-22
86,Uganda,0,25,-4,1996-05-22
87,Costa Rica,0,25,-4,1996-05-22
88,Belarus,0,23,-1,1996-05-22
89,Liberia,0,24,-4,1996-05-22
90,Albania,0,19,6,1996-05-22
91,Mauritania,0,23,-3,1996-05-22
92,Lebanon,0,19,6,1996-05-22
93,Malta,0,22,-4,1996-05-22
94,Sudan,0,22,-4,1996-05-22
95,Malaysia,0,21,-4,1996-05-22
96,Ethiopia,0,17,13,1996-05-22
97,Luxembourg,0,20,-4,1996-05-22
98,Singapore,0,20,-4,1996-05-22
99,Guatemala,0,16,12,1996-05-22
100,Myanmar,0,19,-3,1996-05-22
101,India,0,19,-1,1996-05-22
102,Uzbekistan,0,19,-3,1996-05-22
103,Hong Kong,0,18,1,1996-05-22
104,Kenya,0,19,-3,1996-05-22
105,Niger,0,19,-3,1996-05-22
106,Oman,0,19,-4,1996-05-22
107,Moldova,0,18,-1,1996-05-22
108,Bahrain,0,18,-3,1996-05-22
109,Togo,0,17,-2,1996-05-22
110,Burkina Faso,0,17,-2,1996-05-22
111,Bangladesh,0,17,-1,1996-05-22
112,Barbados,0,14,9,1996-05-22
113,Malawi,0,16,-1,1996-05-22
114,New Zealand,0,16,-1,1996-05-22
115,Estonia,0,12,19,1996-05-22
116,Dominican Republic,0,11,20,1996-05-22
117,Indonesia,0,16,-3,1996-05-22
118,Faroe Islands,0,15,1,1996-05-22
119,Venezuela,0,15,-3,1996-05-22
120,Vietnam,0,15,-3,1996-05-22
121,Gambia,0,14,1,1996-05-22
122,IR Iran,0,15,-4,1996-05-22
122,Guinea-Bissau,0,14,-2,1996-05-22
124,Armenia,0,15,-9,1996-05-22
125,Congo,0,11,14,1996-05-22
126,Namibia,0,14,-2,1996-05-22
127,Grenada,0,14,-2,1996-05-22
128,Yemen,0,14,-5,1996-05-22
129,Korea DPR,0,13,-2,1996-05-22
130,Azerbaijan,0,13,-2,1996-05-22
131,Iraq,0,13,-2,1996-05-22
132,Turkmenistan,0,12,-1,1996-05-22
133,Panama,0,12,0,1996-05-22
133,Netherlands Antilles,0,12,-3,1996-05-22
135,Suriname,0,11,0,1996-05-22
136,St Lucia,0,14,-10,1996-05-22
137,Puerto Rico,0,11,0,1996-05-22
138,St Kitts and Nevis,0,8,10,1996-05-22
139,Antigua and Barbuda,0,12,-7,1996-05-22
140,Cayman Islands,0,11,-2,1996-05-22
141,Dominica,0,10,-1,1996-05-22
142,Haiti,0,6,13,1996-05-22
143,Madagascar,0,9,-2,1996-05-22
144,Sri Lanka,0,9,-2,1996-05-22
145,Syria,0,9,-2,1996-05-22
146,Nepal,0,8,-2,1996-05-22
147,Cape Verde Islands,0,8,-2,1996-05-22
148,Fiji,0,8,-2,1996-05-22
149,Jordan,0,8,-2,1996-05-22
150,Bermuda,0,7,-1,1996-05-22
151,Burundi,0,7,-1,1996-05-22
152,Laos,0,7,0,1996-05-22
153,Lesotho,0,7,-2,1996-05-22
154,Swaziland,0,7,-1,1996-05-22
155,San Marino,0,6,-1,1996-05-22
156,Tajikistan,0,2,10,1996-05-22
157,Tahiti,0,5,1,1996-05-22
158,Mauritius,0,5,-1,1996-05-22
159,Liechtenstein,0,5,0,1996-05-22
160,Botswana,0,5,0,1996-05-22
161,Guyana,0,6,-5,1996-05-22
162,Kyrgyz Republic,0,4,-1,1996-05-22
163,Benin,0,3,-1,1996-05-22
164,Macau,0,3,-1,1996-05-22
165,Pakistan,0,3,-1,1996-05-22
166,Kazakhstan,0,3,-1,1996-05-22
167,Maldives,0,2,0,1996-05-22
168,Somalia,0,2,0,1996-05-22
169,Philippines,0,2,0,1996-05-22
170,Nicaragua,0,1,3,1996-05-22
171,Bosnia and Herzegovina,0,0,0,1996-05-22
172,Brunei Darussalam,0,1,-2,1996-05-22
173,Rwanda,0,1,-2,1996-05-22
174,Aruba,0,1,-2,1996-05-22
175,Solomon Islands,0,1,-1,1996-05-22
176,Belize,0,0,-1,1996-05-22
177,Libya,0,0,-1,1996-05-22
178,Seychelles,0,0,-1,1996-05-22
179,Djibouti,0,0,-1,1996-05-22
180,Chinese Taipei,0,0,-1,1996-05-22
181,Vanuatu,0,0,-1,1996-05-22
182,Chad,0,0,-1,1996-05-22
182,Cambodia,0,0,-1,1996-05-22
1,Brazil,0,69,0,1996-07-03
2,Germany,0,62,0,1996-07-03
3,France,0,58,2,1996-07-03
4,Czech Republic,0,55,6,1996-07-03
5,Italy,0,56,2,1996-07-03
6,Netherlands,0,53,7,1996-07-03
7,Sweden,0,58,-3,1996-07-03
8,Spain,0,57,-2,1996-07-03
9,Russia,0,60,-6,1996-07-03
10,Denmark,0,54,1,1996-07-03
11,Portugal,0,50,7,1996-07-03
12,Colombia,0,55,-3,1996-07-03
13,England,0,48,11,1996-07-03
14,Mexico,0,53,-2,1996-07-03
15,Argentina,0,56,-7,1996-07-03
16,Zambia,0,52,-1,1996-07-03
17,USA,0,53,-3,1996-07-03
18,South Africa,0,50,2,1996-07-03
19,Bulgaria,0,47,9,1996-07-03
20,Ghana,0,51,-3,1996-07-03
21,Tunisia,0,49,1,1996-07-03
22,Croatia,0,47,5,1996-07-03
23,Romania,0,52,-7,1996-07-03
24,Norway,0,50,-5,1996-07-03
25,Japan,0,47,1,1996-07-03
26,Switzerland,0,50,-5,1996-07-03
27,Egypt,0,48,-2,1996-07-03
28,Côte d'Ivoire,0,49,-5,1996-07-03
29,Chile,0,46,0,1996-07-03
30,Scotland,0,45,1,1996-07-03
31,Turkey,0,46,-1,1996-07-03
32,Ecuador,0,43,6,1996-07-03
33,Morocco,0,45,0,1996-07-03
34,Trinidad and Tobago,0,38,15,1996-07-03
35,Greece,0,44,0,1996-07-03
36,Bolivia,0,43,1,1996-07-03
37,Slovakia,0,43,2,1996-07-03
38,Uruguay,0,45,-6,1996-07-03
39,Cameroon,0,45,-5,1996-07-03
40,Republic of Ireland,0,40,4,1996-07-03
41,Saudi Arabia,0,43,-5,1996-07-03
42,Austria,0,41,-1,1996-07-03
43,Belgium,0,42,-3,1996-07-03
44,Algeria,0,39,2,1996-07-03
45,Jamaica,0,38,2,1996-07-03
46,Gabon,0,38,2,1996-07-03
47,Nigeria,0,40,-4,1996-07-03
48,Israel,0,39,-3,1996-07-03
49,Honduras,0,36,5,1996-07-03
50,Poland,0,41,-8,1996-07-03
51,Senegal,0,35,7,1996-07-03
52,Iceland,0,37,0,1996-07-03
53,Korea Republic,0,37,-2,1996-07-03
54,China PR,0,36,1,1996-07-03
55,Slovenia,0,35,1,1996-07-03
56,Sierra Leone,0,37,-3,1996-07-03
57,IR Iran,0,14,65,1996-07-03
58,Zaire,0,32,8,1996-07-03
59,Australia,0,37,-9,1996-07-03
60,Northern Ireland,0,33,0,1996-07-03
61,Thailand,0,33,0,1996-07-03
62,Yugoslavia,0,29,11,1996-07-03
63,Paraguay,0,33,-1,1996-07-03
64,Cuba,0,27,16,1996-07-03
65,Lithuania,0,35,-8,1996-07-03
66,Zimbabwe,0,30,3,1996-07-03
67,United Arab Emirates,0,31,0,1996-07-03
68,Tanzania,0,28,10,1996-07-03
69,Mali,0,32,-5,1996-07-03
70,Wales,0,29,2,1996-07-03
71,Angola,0,26,14,1996-07-03
72,Canada,0,32,-7,1996-07-03
73,Finland,0,34,-14,1996-07-03
74,Kuwait,0,30,-4,1996-07-03
75,Guinea,0,27,4,1996-07-03
76,El Salvador,0,30,-8,1996-07-03
77,Latvia,0,32,-14,1996-07-03
78,Peru,0,28,-1,1996-07-03
79,Mozambique,0,28,-3,1996-07-03
80,Oman,0,18,26,1996-07-03
81,Cyprus,0,29,-7,1996-07-03
82,St Vincent and the Grenadines,0,26,1,1996-07-03
83,Ukraine,0,30,-12,1996-07-03
84,FYR Macedonia,0,26,0,1996-07-03
85,Georgia,0,29,-10,1996-07-03
86,Qatar,0,26,-5,1996-07-03
87,Hungary,0,26,-5,1996-07-03
88,Liberia,0,24,1,1996-07-03
89,Lebanon,0,22,3,1996-07-03
90,Uganda,0,25,-4,1996-07-03
91,Sudan,0,21,3,1996-07-03
92,Belarus,0,25,-4,1996-07-03
