rank;country_full;total_points;previous_points;rank_change;rank_date
87;Belarus;0;24;-3;24/04/1996
88;Mauritania;0;23;-1;24/04/1996
89;Malta;0;22;-1;24/04/1996
90;Sudan;0;22;-1;24/04/1996
91;Malaysia;0;17;21;24/04/1996
92;Cuba;0;21;3;24/04/1996
93;Luxembourg;0;19;6;24/04/1996
94;Singapore;0;20;2;24/04/1996
95;St Vincent and the Grenadines;0;21;-2;24/04/1996
96;Albania;0;21;-5;24/04/1996
97;Myanmar;0;19;3;24/04/1996
98;Lebanon;0;18;7;24/04/1996
99;Uzbekistan;0;20;-2;24/04/1996
100;India;0;21;-6;24/04/1996
101;Kenya;0;19;2;24/04/1996
102;Niger;0;20;-4;24/04/1996
102;Oman;0;19;-1;24/04/1996
104;Hong Kong;0;21;-14;24/04/1996
105;Bahrain;0;19;-3;24/04/1996
106;Moldova;0;17;7;24/04/1996
107;Togo;0;19;-3;24/04/1996
108;Burkina Faso;0;18;-2;24/04/1996
109;Ethiopia;0;18;1;24/04/1996
110;Bangladesh;0;17;1;24/04/1996
111;Guatemala;0;14;15;24/04/1996
112;Malawi;0;18;-4;24/04/1996
113;New Zealand;0;18;-6;24/04/1996
114;Indonesia;0;11;19;24/04/1996
115;Armenia;0;15;2;24/04/1996
116;Venezuela;0;16;0;24/04/1996
117;Vietnam;0;15;2;24/04/1996
118;IR Iran;0;16;-3;24/04/1996
119;Faroe Islands;0;14;6;24/04/1996
120;Guinea-Bissau;0;15;2;24/04/1996
121;Barbados;0;18;-12;24/04/1996
122;Gambia;0;15;-2;24/04/1996
123;Yemen;0;14;0;24/04/1996
124;Namibia;0;15;-3;24/04/1996
125;Grenada;0;9;17;24/04/1996
126;St Lucia;0;15;-8;24/04/1996
127;Korea DPR;0;14;-3;24/04/1996
128;Azerbaijan;0;9;13;24/04/1996
129;Iraq;0;16;-15;24/04/1996
130;Netherlands Antilles;0;12;-3;24/04/1996
131;Turkmenistan;0;10;5;24/04/1996
132;Antigua and Barbuda;0;10;6;24/04/1996
133;Panama;0;12;-5;24/04/1996
134;Estonia;0;11;1;24/04/1996
135;Suriname;0;12;-5;24/04/1996
136;Dominican Republic;0;5;23;24/04/1996
137;Puerto Rico;0;11;-6;24/04/1996
138;Cayman Islands;0;11;-4;24/04/1996
139;Congo;0;12;-10;24/04/1996
140;Dominica;0;5;18;24/04/1996
141;Madagascar;0;10;-4;24/04/1996
142;Sri Lanka;0;11;-10;24/04/1996
143;Syria;0;9;-3;24/04/1996
144;Nepal;0;10;-5;24/04/1996
145;Cape Verde Islands;0;8;0;24/04/1996
146;Fiji;0;9;-3;24/04/1996
147;Jordan;0;8;0;24/04/1996
148;St Kitts and Nevis;0;8;-4;24/04/1996
149;Bermuda;0;8;-3;24/04/1996
150;Burundi;0;7;-2;24/04/1996
151;Lesotho;0;7;-1;24/04/1996
152;Laos;0;7;-1;24/04/1996
153;Swaziland;0;7;-4;24/04/1996
154;San Marino;0;7;-2;24/04/1996
155;Haiti;0;6;-2;24/04/1996
156;Guyana;0;2;9;24/04/1996
157;Mauritius;0;6;-3;24/04/1996
158;Tahiti;0;5;-3;24/04/1996
159;Liechtenstein;0;5;-3;24/04/1996
160;Botswana;0;5;-3;24/04/1996
161;Kyrgyz Republic;0;4;-1;24/04/1996
162;Benin;0;4;0;24/04/1996
163;Macau;0;3;0;24/04/1996
164;Pakistan;0;4;-3;24/04/1996
165;Kazakhstan;0;3;-1;24/04/1996
166;Tajikistan;0;2;0;24/04/1996
167;Maldives;0;2;0;24/04/1996
168;Somalia;0;2;0;24/04/1996
169;Philippines;0;2;0;24/04/1996
170;Brunei Darussalam;0;1;0;24/04/1996
171;Rwanda;0;1;0;24/04/1996
172;Aruba;0;1;1;24/04/1996
173;Nicaragua;0;0;2;24/04/1996
174;Solomon Islands;0;1;-2;24/04/1996
175;Belize;0;0;-1;24/04/1996
176;Libya;0;0;0;24/04/1996
177;Seychelles;0;0;0;24/04/1996
178;Djibouti;0;0;0;24/04/1996
179;Chinese Taipei;0;0;0;24/04/1996
180;Vanuatu;0;0;0;24/04/1996
181;Chad;0;0;0;24/04/1996
181;Cambodia;0;0;0;24/04/1996
1;Brazil;0;68;0;22/05/1996
2;Germany;0;61;0;22/05/1996
3;Russia;0;61;0;22/05/1996
4;Sweden;0;55;3;22/05/1996
5;France;0;59;0;22/05/1996
6;Spain;0;58;0;22/05/1996
7;Italy;0;59;-3;22/05/1996
8;Argentina;0;55;0;22/05/1996
9;Colombia;0;54;0;22/05/1996
10;Czech Republic;0;54;0;22/05/1996
11;Denmark;0;53;2;22/05/1996
12;Mexico;0;54;0;22/05/1996
13;Netherlands;0;54;-2;22/05/1996
14;USA;0;53;0;22/05/1996
15;Zambia;0;52;0;22/05/1996
16;Romania;0;51;2;22/05/1996
17;Ghana;0;52;-2;22/05/1996
18;Portugal;0;50;2;22/05/1996
19;Norway;0;52;-2;22/05/1996
20;South Africa;0;50;-1;22/05/1996
21;Switzerland;0;48;5;22/05/1996
22;Tunisia;0;49;0;22/05/1996
23;Côte d'Ivoire;0;49;-2;22/05/1996
24;England;0;49;-1;22/05/1996
25;Egypt;0;48;0;22/05/1996
26;Japan;0;47;3;22/05/1996
27;Croatia;0;47;1;22/05/1996
28;Bulgaria;0;49;-4;22/05/1996
29;Chile;0;45;4;22/05/1996
30;Turkey;0;46;0;22/05/1996
31;Scotland;0;48;-4;22/05/1996
32;Uruguay;0;43;3;22/05/1996
33;Morocco;0;45;-2;22/05/1996
34;Cameroon;0;45;-2;22/05/1996
35;Greece;0;40;10;22/05/1996
36;Saudi Arabia;0;44;-2;22/05/1996
37;Bolivia;0;43;-1;22/05/1996
38;Ecuador;0;42;3;22/05/1996
39;Slovakia;0;42;0;22/05/1996
40;Belgium;0;43;-2;22/05/1996
41;Austria;0;40;2;22/05/1996
42;Poland;0;42;-2;22/05/1996
43;Nigeria;0;41;-1;22/05/1996
44;Republic of Ireland;0;43;-7;22/05/1996
45;Israel;0;40;-1;22/05/1996
46;Algeria;0;39;0;22/05/1996
47;Jamaica;0;38;4;22/05/1996
48;Gabon;0;38;-1;22/05/1996
49;Trinidad and Tobago;0;38;1;22/05/1996
50;Australia;0;38;-1;22/05/1996
51;Korea Republic;0;35;8;22/05/1996
52;Iceland;0;38;0;22/05/1996
53;Sierra Leone;0;36;2;22/05/1996
54;Honduras;0;37;-1;22/05/1996
55;China PR;0;36;1;22/05/1996
56;Slovenia;0;35;2;22/05/1996
57;Lithuania;0;38;-9;22/05/1996
58;Senegal;0;33;6;22/05/1996
59;Finland;0;37;-5;22/05/1996
60;Northern Ireland;0;36;-3;22/05/1996
61;Thailand;0;33;2;22/05/1996
62;Paraguay;0;31;5;22/05/1996
63;Latvia;0;35;-3;22/05/1996
64;Mali;0;34;-3;22/05/1996
65;Canada;0;34;-3;22/05/1996
66;Zaire;0;29;5;22/05/1996
67;United Arab Emirates;0;32;-2;22/05/1996
68;El Salvador;0;29;3;22/05/1996
69;Zimbabwe;0;30;1;22/05/1996
70;Kuwait;0;31;-2;22/05/1996
71;Ukraine;0;31;-2;22/05/1996
72;Wales;0;32;-6;22/05/1996
73;Yugoslavia;0;26;8;22/05/1996
74;Cyprus;0;28;2;22/05/1996
75;Georgia;0;29;-4;22/05/1996
76;Mozambique;0;28;-1;22/05/1996
77;Peru;0;28;1;22/05/1996
78;Tanzania;0;28;-1;22/05/1996
79;Guinea;0;27;0;22/05/1996
80;Cuba;0;20;12;22/05/1996
81;Qatar;0;24;3;22/05/1996
82;Hungary;0;29;-8;22/05/1996
83;St Vincent and the Grenadines;0;20;12;22/05/1996
84;FYR Macedonia;0;23;2;22/05/1996
85;Angola;0;26;-5;22/05/1996
86;Uganda;0;25;-4;22/05/1996
87;Costa Rica;0;25;-4;22/05/1996
88;Belarus;0;23;-1;22/05/1996
89;Liberia;0;24;-4;22/05/1996
90;Albania;0;19;6;22/05/1996
91;Mauritania;0;23;-3;22/05/1996
92;Lebanon;0;19;6;22/05/1996
93;Malta;0;22;-4;22/05/1996
94;Sudan;0;22;-4;22/05/1996
95;Malaysia;0;21;-4;22/05/1996
96;Ethiopia;0;17;13;22/05/1996
97;Luxembourg;0;20;-4;22/05/1996
98;Singapore;0;20;-4;22/05/1996
99;Guatemala;0;16;12;22/05/1996
100;Myanmar;0;19;-3;22/05/1996
101;India;0;19;-1;22/05/1996
102;Uzbekistan;0;19;-3;22/05/1996
103;Hong Kong;0;18;1;22/05/1996
104;Kenya;0;19;-3;22/05/1996
105;Niger;0;19;-3;22/05/1996
106;Oman;0;19;-4;22/05/1996
107;Moldova;0;18;-1;22/05/1996
108;Bahrain;0;18;-3;22/05/1996
109;Togo;0;17;-2;22/05/1996
110;Burkina Faso;0;17;-2;22/05/1996
111;Bangladesh;0;17;-1;22/05/1996
112;Barbados;0;14;9;22/05/1996
113;Malawi;0;16;-1;22/05/1996
114;New Zealand;0;16;-1;22/05/1996
115;Estonia;0;12;19;22/05/1996
116;Dominican Republic;0;11;20;22/05/1996
117;Indonesia;0;16;-3;22/05/1996
118;Faroe Islands;0;15;1;22/05/1996
119;Venezuela;0;15;-3;22/05/1996
120;Vietnam;0;15;-3;22/05/1996
121;Gambia;0;14;1;22/05/1996
122;IR Iran;0;15;-4;22/05/1996
122;Guinea-Bissau;0;14;-2;22/05/1996
124;Armenia;0;15;-9;22/05/1996
125;Congo;0;11;14;22/05/1996
126;Namibia;0;14;-2;22/05/1996
127;Grenada;0;14;-2;22/05/1996
128;Yemen;0;14;-5;22/05/1996
129;Korea DPR;0;13;-2;22/05/1996
130;Azerbaijan;0;13;-2;22/05/1996
131;Iraq;0;13;-2;22/05/1996
132;Turkmenistan;0;12;-1;22/05/1996
133;Panama;0;12;0;22/05/1996
133;Netherlands Antilles;0;12;-3;22/05/1996
135;Suriname;0;11;0;22/05/1996
136;St Lucia;0;14;-10;22/05/1996
137;Puerto Rico;0;11;0;22/05/1996
138;St Kitts and Nevis;0;8;10;22/05/1996
139;Antigua and Barbuda;0;12;-7;22/05/1996
140;Cayman Islands;0;11;-2;22/05/1996
141;Dominica;0;10;-1;22/05/1996
142;Haiti;0;6;13;22/05/1996
143;Madagascar;0;9;-2;22/05/1996
144;Sri Lanka;0;9;-2;22/05/1996
145;Syria;0;9;-2;22/05/1996
146;Nepal;0;8;-2;22/05/1996
147;Cape Verde Islands;0;8;-2;22/05/1996
148;Fiji;0;8;-2;22/05/1996
149;Jordan;0;8;-2;22/05/1996
150;Bermuda;0;7;-1;22/05/1996
151;Burundi;0;7;-1;22/05/1996
152;Laos;0;7;0;22/05/1996
153;Lesotho;0;7;-2;22/05/1996
154;Swaziland;0;7;-1;22/05/1996
155;San Marino;0;6;-1;22/05/1996
156;Tajikistan;0;2;10;22/05/1996
157;Tahiti;0;5;1;22/05/1996
158;Mauritius;0;5;-1;22/05/1996
159;Liechtenstein;0;5;0;22/05/1996
160;Botswana;0;5;0;22/05/1996
161;Guyana;0;6;-5;22/05/1996
162;Kyrgyz Republic;0;4;-1;22/05/1996
163;Benin;0;3;-1;22/05/1996
164;Macau;0;3;-1;22/05/1996
165;Pakistan;0;3;-1;22/05/1996
166;Kazakhstan;0;3;-1;22/05/1996
167;Maldives;0;2;0;22/05/1996
168;Somalia;0;2;0;22/05/1996
169;Philippines;0;2;0;22/05/1996
170;Nicaragua;0;1;3;22/05/1996
171;Bosnia and Herzegovina;0;0;0;22/05/1996
172;Brunei Darussalam;0;1;-2;22/05/1996
173;Rwanda;0;1;-2;22/05/1996
174;Aruba;0;1;-2;22/05/1996
175;Solomon Islands;0;1;-1;22/05/1996
176;Belize;0;0;-1;22/05/1996
177;Libya;0;0;-1;22/05/1996
178;Seychelles;0;0;-1;22/05/1996
179;Djibouti;0;0;-1;22/05/1996
180;Chinese Taipei;0;0;-1;22/05/1996
181;Vanuatu;0;0;-1;22/05/1996
182;Chad;0;0;-1;22/05/1996
182;Cambodia;0;0;-1;22/05/1996
1;Brazil;0;69;0;03/07/1996
2;Germany;0;62;0;03/07/1996
3;France;0;58;2;03/07/1996
4;Czech Republic;0;55;6;03/07/1996
5;Italy;0;56;2;03/07/1996
6;Netherlands;0;53;7;03/07/1996
7;Sweden;0;58;-3;03/07/1996
8;Spain;0;57;-2;03/07/1996
9;Russia;0;60;-6;03/07/1996
10;Denmark;0;54;1;03/07/1996
11;Portugal;0;50;7;03/07/1996
12;Colombia;0;55;-3;03/07/1996
13;England;0;48;11;03/07/1996
14;Mexico;0;53;-2;03/07/1996
15;Argentina;0;56;-7;03/07/1996
16;Zambia;0;52;-1;03/07/1996
17;USA;0;53;-3;03/07/1996
18;South Africa;0;50;2;03/07/1996
19;Bulgaria;0;47;9;03/07/1996
20;Ghana;0;51;-3;03/07/1996
21;Tunisia;0;49;1;03/07/1996
22;Croatia;0;47;5;03/07/1996
23;Romania;0;52;-7;03/07/1996
24;Norway;0;50;-5;03/07/1996
25;Japan;0;47;1;03/07/1996
26;Switzerland;0;50;-5;03/07/1996
27;Egypt;0;48;-2;03/07/1996
28;Côte d'Ivoire;0;49;-5;03/07/1996
29;Chile;0;46;0;03/07/1996
30;Scotland;0;45;1;03/07/1996
31;Turkey;0;46;-1;03/07/1996
32;Ecuador;0;43;6;03/07/1996
33;Morocco;0;45;0;03/07/1996
34;Trinidad and Tobago;0;38;15;03/07/1996
35;Greece;0;44;0;03/07/1996
36;Bolivia;0;43;1;03/07/1996
37;Slovakia;0;43;2;03/07/1996
38;Uruguay;0;45;-6;03/07/1996
39;Cameroon;0;45;-5;03/07/1996
40;Republic of Ireland;0;40;4;03/07/1996
41;Saudi Arabia;0;43;-5;03/07/1996
42;Austria;0;41;-1;03/07/1996
43;Belgium;0;42;-3;03/07/1996
44;Algeria;0;39;2;03/07/1996
45;Jamaica;0;38;2;03/07/1996
46;Gabon;0;38;2;03/07/1996
47;Nigeria;0;40;-4;03/07/1996
48;Israel;0;39;-3;03/07/1996
49;Honduras;0;36;5;03/07/1996
50;Poland;0;41;-8;03/07/1996
51;Senegal;0;35;7;03/07/1996
52;Iceland;0;37;0;03/07/1996
53;Korea Republic;0;37;-2;03/07/1996
54;China PR;0;36;1;03/07/1996
55;Slovenia;0;35;1;03/07/1996
56;Sierra Leone;0;37;-3;03/07/1996
57;IR Iran;0;14;65;03/07/1996
58;Zaire;0;32;8;03/07/1996
59;Australia;0;37;-9;03/07/1996
60;Northern Ireland;0;33;0;03/07/1996
61;Thailand;0;33;0;03/07/1996
62;Yugoslavia;0;29;11;03/07/1996
63;Paraguay;0;33;-1;03/07/1996
64;Cuba;0;27;16;03/07/1996
65;Lithuania;0;35;-8;03/07/1996
66;Zimbabwe;0;30;3;03/07/1996
67;United Arab Emirates;0;31;0;03/07/1996
68;Tanzania;0;28;10;03/07/1996
69;Mali;0;32;-5;03/07/1996
70;Wales;0;29;2;03/07/1996
71;Angola;0;26;14;03/07/1996
72;Canada;0;32;-7;03/07/1996
73;Finland;0;34;-14;03/07/1996
74;Kuwait;0;30;-4;03/07/1996
75;Guinea;0;27;4;03/07/1996
76;El Salvador;0;30;-8;03/07/1996
77;Latvia;0;32;-14;03/07/1996
78;Peru;0;28;-1;03/07/1996
79;Mozambique;0;28;-3;03/07/1996
80;Oman;0;18;26;03/07/1996
81;Cyprus;0;29;-7;03/07/1996
82;St Vincent and the Grenadines;0;26;1;03/07/1996
83;Ukraine;0;30;-12;03/07/1996
84;FYR Macedonia;0;26;0;03/07/1996
85;Georgia;0;29;-10;03/07/1996
86;Qatar;0;26;-5;03/07/1996
87;Hungary;0;26;-5;03/07/1996
88;Liberia;0;24;1;03/07/1996
89;Lebanon;0;22;3;03/07/1996
90;Uganda;0;25;-4;03/07/1996
91;Sudan;0;21;3;03/07/1996
92;Belarus;0;25;-4;03/07/1996
93;Costa Rica;0;25;-6;03/07/1996
94;Burkina Faso;0;17;16;03/07/1996
95;Mauritania;0;23;-4;03/07/1996
96;Kenya;0;18;8;03/07/1996
97;Togo;0;17;12;03/07/1996
98;Barbados;0;16;14;03/07/1996
99;Singapore;0;20;-1;03/07/1996
100;Malawi;0;16;13;03/07/1996
101;Uzbekistan;0;19;1;03/07/1996
102;Albania;0;23;-12;03/07/1996
103;Congo;0;14;22;03/07/1996
104;Haiti;0;10;38;03/07/1996
105;Malaysia;0;21;-10;03/07/1996
106;Ethiopia;0;21;-10;03/07/1996
107;Malta;0;21;-14;03/07/1996
108;Guatemala;0;20;-9;03/07/1996
109;Namibia;0;14;17;03/07/1996
109;Gambia;0;14;12;03/07/1996
111;Myanmar;0;19;-11;03/07/1996
112;India;0;19;-11;03/07/1996
113;Niger;0;18;-8;03/07/1996
114;Luxembourg;0;20;-17;03/07/1996
115;Moldova;0;18;-8;03/07/1996
116;Hong Kong;0;18;-13;03/07/1996
117;Guinea-Bissau;0;14;5;03/07/1996
118;St Kitts and Nevis;0;11;20;03/07/1996
119;Armenia;0;14;5;03/07/1996
120;Suriname;0;12;15;03/07/1996
121;Panama;0;12;12;03/07/1996
122;Grenada;0;14;5;03/07/1996
123;Bahrain;0;18;-15;03/07/1996
124;Estonia;0;16;-9;03/07/1996
125;Venezuela;0;15;-6;03/07/1996
126;Bangladesh;0;17;-15;03/07/1996
127;Dominican Republic;0;16;-11;03/07/1996
128;Indonesia;0;16;-11;03/07/1996
129;St Lucia;0;12;7;03/07/1996
130;Vietnam;0;15;-10;03/07/1996
131;Burundi;0;7;20;03/07/1996
132;Azerbaijan;0;13;-2;03/07/1996
133;New Zealand;0;16;-19;03/07/1996
134;Faroe Islands;0;15;-16;03/07/1996
135;Sri Lanka;0;9;9;03/07/1996
136;Yemen;0;14;-8;03/07/1996
137;Madagascar;0;9;6;03/07/1996
138;Korea DPR;0;13;-9;03/07/1996
139;Iraq;0;12;-8;03/07/1996
140;Dominica;0;10;1;03/07/1996
141;Turkmenistan;0;12;-9;03/07/1996
142;Syria;0;9;3;03/07/1996
143;Antigua and Barbuda;0;11;-4;03/07/1996
144;Cayman Islands;0;11;-4;03/07/1996
145;Netherlands Antilles;0;12;-12;03/07/1996
146;Puerto Rico;0;11;-9;03/07/1996
147;Nepal;0;8;-1;03/07/1996
148;Cape Verde Islands;0;8;-1;03/07/1996
149;Fiji;0;8;-1;03/07/1996
150;Guyana;0;4;11;03/07/1996
151;Tahiti;0;5;6;03/07/1996
152;Jordan;0;8;-3;03/07/1996
153;Swaziland;0;6;1;03/07/1996
154;Mauritius;0;5;4;03/07/1996
155;Laos;0;7;-3;03/07/1996
156;Bermuda;0;7;-6;03/07/1996
157;Kazakhstan;0;3;9;03/07/1996
158;San Marino;0;6;-3;03/07/1996
159;Lesotho;0;6;-6;03/07/1996
160;Liechtenstein;0;5;-1;03/07/1996
161;Tajikistan;0;6;-5;03/07/1996
162;Kyrgyz Republic;0;4;0;03/07/1996
163;Botswana;0;5;-3;03/07/1996
164;Rwanda;0;1;9;03/07/1996
165;Benin;0;3;-2;03/07/1996
166;Macau;0;3;-2;03/07/1996
167;Pakistan;0;3;-2;03/07/1996
168;Maldives;0;2;-1;03/07/1996
169;Somalia;0;2;-1;03/07/1996
169;Philippines;0;2;0;03/07/1996
171;Bosnia and Herzegovina;0;1;0;03/07/1996
171;Nicaragua;0;2;-1;03/07/1996
173;Brunei Darussalam;0;1;-1;03/07/1996
174;Aruba;0;1;0;03/07/1996
175;Solomon Islands;0;1;0;03/07/1996
176;Belize;0;0;0;03/07/1996
177;Libya;0;0;0;03/07/1996
178;Seychelles;0;0;0;03/07/1996
179;Djibouti;0;0;0;03/07/1996
180;Chinese Taipei;0;0;0;03/07/1996
181;Vanuatu;0;0;0;03/07/1996
182;Chad;0;0;0;03/07/1996
182;Cambodia;0;0;0;03/07/1996
1;Brazil;0;69;0;28/08/1996
2;Germany;0;64;0;28/08/1996
3;France;0;60;0;28/08/1996
4;Czech Republic;0;60;0;28/08/1996
5;Italy;0;59;0;28/08/1996
6;Netherlands;0;59;0;28/08/1996
7;Spain;0;59;1;28/08/1996
8;Russia;0;59;1;28/08/1996
9;Sweden;0;59;-2;28/08/1996
10;Denmark;0;56;0;28/08/1996
11;Colombia;0;55;1;28/08/1996
12;Portugal;0;55;-1;28/08/1996
13;England;0;55;0;28/08/1996
14;Mexico;0;53;0;28/08/1996
15;Zambia;0;52;1;28/08/1996
16;South Africa;0;52;2;28/08/1996
17;Bulgaria;0;52;2;28/08/1996
18;Romania;0;50;5;28/08/1996
19;Ghana;0;52;1;28/08/1996
20;USA;0;52;-3;28/08/1996
21;Chile;0;46;8;28/08/1996
22;Tunisia;0;50;-1;28/08/1996
23;Croatia;0;50;-1;28/08/1996
24;Argentina;0;53;-9;28/08/1996
25;Norway;0;50;-1;28/08/1996
26;Japan;0;49;-1;28/08/1996
27;Egypt;0;49;0;28/08/1996
28;Côte d'Ivoire;0;47;0;28/08/1996
29;Turkey;0;45;2;28/08/1996
30;Greece;0;45;5;28/08/1996
31;Switzerland;0;49;-5;28/08/1996
32;Ecuador;0;45;0;28/08/1996
33;Trinidad and Tobago;0;45;1;28/08/1996
34;Morocco;0;45;-1;28/08/1996
35;Bolivia;0;44;1;28/08/1996
36;Scotland;0;45;-6;28/08/1996
37;Republic of Ireland;0;43;3;28/08/1996
38;Slovakia;0;44;-1;28/08/1996
39;Jamaica;0;40;6;28/08/1996
40;Saudi Arabia;0;43;1;28/08/1996
41;Korea Republic;0;36;12;28/08/1996
42;Austria;0;41;0;28/08/1996
43;Belgium;0;41;0;28/08/1996
43;Algeria;0;41;1;28/08/1996
45;Cameroon;0;43;-6;28/08/1996
46;Gabon;0;40;0;28/08/1996
46;Paraguay;0;34;17;28/08/1996
48;Honduras;0;38;1;28/08/1996
49;Nigeria;0;40;-2;28/08/1996
50;Thailand;0;35;11;28/08/1996
51;Cuba;0;34;13;28/08/1996
52;Israel;0;39;-4;28/08/1996
53;China PR;0;36;1;28/08/1996
54;Iceland;0;36;-2;28/08/1996
55;Poland;0;37;-5;28/08/1996
56;Uruguay;0;44;-18;28/08/1996
57;Slovenia;0;36;-2;28/08/1996
57;Lithuania;0;34;8;28/08/1996
59;Zaire;0;35;-1;28/08/1996
60;Sierra Leone;0;35;-4;28/08/1996
61;Australia;0;35;-2;28/08/1996
62;Senegal;0;36;-11;28/08/1996
63;Northern Ireland;0;35;-3;28/08/1996
64;IR Iran;0;35;-7;28/08/1996
65;Yugoslavia;0;35;-3;28/08/1996
66;Peru;0;30;12;28/08/1996
67;Zimbabwe;0;34;-1;28/08/1996
68;Finland;0;32;5;28/08/1996
69;Latvia;0;30;8;28/08/1996
70;United Arab Emirates;0;33;-3;28/08/1996
71;Wales;0;33;-1;28/08/1996
72;Tanzania;0;33;-4;28/08/1996
73;Ukraine;0;28;10;28/08/1996
74;Angola;0;32;-3;28/08/1996
75;Kuwait;0;31;-1;28/08/1996
76;El Salvador;0;30;0;28/08/1996
77;Mali;0;33;-8;28/08/1996
78;Mozambique;0;30;1;28/08/1996
79;Qatar;0;26;7;28/08/1996
80;St Vincent and the Grenadines;0;29;2;28/08/1996
81;Hungary;0;26;6;28/08/1996
82;Cyprus;0;29;-1;28/08/1996
83;Oman;0;30;-3;28/08/1996
84;Malawi;0;22;16;28/08/1996
85;Costa Rica;0;25;8;28/08/1996
86;Guinea;0;31;-11;28/08/1996
87;FYR Macedonia;0;28;-3;28/08/1996
88;Canada;0;32;-16;28/08/1996
89;Singapore;0;23;10;28/08/1996
90;Georgia;0;27;-5;28/08/1996
91;Liberia;0;26;-3;28/08/1996
92;Lebanon;0;26;-3;28/08/1996
92;Belarus;0;25;0;28/08/1996
94;Uganda;0;26;-4;28/08/1996
95;Sudan;0;25;-4;28/08/1996
96;Togo;0;23;1;28/08/1996
97;Kenya;0;24;-1;28/08/1996
98;Burkina Faso;0;24;-4;28/08/1996
99;Myanmar;0;19;12;28/08/1996
100;Mauritania;0;24;-5;28/08/1996
101;Barbados;0;23;-3;28/08/1996
102;Haiti;0;21;2;28/08/1996
103;Congo;0;21;0;28/08/1996
104;Albania;0;21;-2;28/08/1996
105;Ethiopia;0;20;1;28/08/1996
106;Panama;0;18;15;28/08/1996
107;Uzbekistan;0;22;-6;28/08/1996
108;Malaysia;0;20;-3;28/08/1996
109;St Kitts and Nevis;0;18;9;28/08/1996
110;Vietnam;0;15;20;28/08/1996
111;Guatemala;0;20;-3;28/08/1996
112;Estonia;0;17;12;28/08/1996
113;Gambia;0;19;-4;28/08/1996
114;Namibia;0;19;-5;28/08/1996
115;Moldova;0;19;0;28/08/1996
116;India;0;19;-4;28/08/1996
117;Luxembourg;0;19;-3;28/08/1996
118;Venezuela;0;17;7;28/08/1996
119;Hong Kong;0;18;-3;28/08/1996
120;Malta;0;20;-13;28/08/1996
121;Guinea-Bissau;0;18;-4;28/08/1996
122;Niger;0;19;-9;28/08/1996
122;Armenia;0;18;-3;28/08/1996
124;Grenada;0;18;-2;28/08/1996
125;Suriname;0;18;-5;28/08/1996
126;Iraq;0;12;13;28/08/1996
127;Bangladesh;0;17;-1;28/08/1996
128;Bahrain;0;17;-5;28/08/1996
129;Syria;0;11;13;28/08/1996
130;Dominican Republic;0;16;-3;28/08/1996
131;Indonesia;0;16;-3;28/08/1996
132;St Lucia;0;15;-3;28/08/1996
133;Azerbaijan;0;14;-1;28/08/1996
134;Burundi;0;14;-3;28/08/1996
135;New Zealand;0;14;-2;28/08/1996
136;Sri Lanka;0;14;-1;28/08/1996
137;Faroe Islands;0;14;-3;28/08/1996
138;Yemen;0;13;-2;28/08/1996
139;Madagascar;0;13;-2;28/08/1996
140;Dominica;0;12;0;28/08/1996
141;Korea DPR;0;12;-3;28/08/1996
142;Turkmenistan;0;12;-1;28/08/1996
143;Netherlands Antilles;0;10;2;28/08/1996
144;Jordan;0;7;8;28/08/1996
145;Antigua and Barbuda;0;11;-2;28/08/1996
146;Puerto Rico;0;9;0;28/08/1996
147;Nepal;0;9;0;28/08/1996
148;Cayman Islands;0;10;-4;28/08/1996
149;Mauritius;0;7;5;28/08/1996
150;Cape Verde Islands;0;8;-2;28/08/1996
151;Guyana;0;7;-1;28/08/1996
152;Tahiti;0;7;-1;28/08/1996
153;Fiji;0;8;-4;28/08/1996
154;Benin;0;3;11;28/08/1996
155;Swaziland;0;7;-2;28/08/1996
156;Laos;0;7;-1;28/08/1996
157;Bermuda;0;7;-1;28/08/1996
158;Kazakhstan;0;6;-1;28/08/1996
159;Lesotho;0;6;0;28/08/1996
160;Liechtenstein;0;6;0;28/08/1996
160;San Marino;0;6;-2;28/08/1996
162;Botswana;0;4;1;28/08/1996
163;Tajikistan;0;6;-2;28/08/1996
164;Kyrgyz Republic;0;4;-2;28/08/1996
165;Rwanda;0;3;-1;28/08/1996
166;Macau;0;3;0;28/08/1996
167;Pakistan;0;3;0;28/08/1996
168;Maldives;0;2;0;28/08/1996
169;Chinese Taipei;0;0;11;28/08/1996
170;Philippines;0;2;-1;28/08/1996
171;Somalia;0;2;-2;28/08/1996
172;Bosnia and Herzegovina;0;1;-1;28/08/1996
173;Nicaragua;0;1;-2;28/08/1996
174;Brunei Darussalam;0;1;-1;28/08/1996
175;Aruba;0;1;-1;28/08/1996
176;Belize;0;1;0;28/08/1996
177;Solomon Islands;0;1;-2;28/08/1996
178;Seychelles;0;0;0;28/08/1996
179;Libya;0;0;-2;28/08/1996
180;Djibouti;0;0;-1;28/08/1996
181;Vanuatu;0;0;0;28/08/1996
182;Chad;0;0;0;28/08/1996
182;Guam;0;0;0;28/08/1996
182;Cambodia;0;0;0;28/08/1996
1;Brazil;0;68;0;25/09/1996
2;Germany;0;64;0;25/09/1996
3;France;0;61;0;25/09/1996
4;Czech Republic;0;60;0;25/09/1996
5;Russia;0;58;3;25/09/1996
6;Italy;0;59;-1;25/09/1996
